id,sugar_level,calories,weight,fat,food_color
2061,91.57 gr,459 cal,77.48 gr,33 gr,Rose
2062,,553 cal,408.12 gr,29 gr,Sunset Red
2063,147.91000000000003 gr,359 cal,910.38 gr,38 gr,Black
2064,58.78999999999999 gr,109 cal,896.85 gr,35 gr,Navy Blue
2065,50.94 gr,100 cal,985.15 gr,24 gr,Black
2066,125.15 gr,420 cal,406.68 gr,40 gr,Sunset Yellow
2067,93.35 gr,424 cal,419.77 gr,31 gr,Purple
2068,109.91 gr,465 cal,1029.41 gr,35 gr,Navy Blue
2069,93.09 gr,562 cal,98.11 gr,17 gr,Grass Green
2070,29.760000000000005 gr,133 cal,578.16 gr,13 gr,Purple
2071,15.689999999999998 gr,268 cal,517.94 gr,28 gr,Black
2072,106.85 gr,553 cal,427.72 gr,28 gr,Lemon Yellow
2073,152.37 gr,317 cal,1288.99 gr,40 gr,Grass Green
2074,127.80999999999999 gr,619 cal,839.46 gr,33 gr,Navy Blue
2075,87.26 gr,742 cal,1668.03 gr,42 gr,Sunset Red
2076,53.129999999999995 gr,500 cal,1492.37 gr,27 gr,Purple
2077,30.950000000000003 gr,409 cal,978.44 gr,22 gr,Navy Blue
2078,101.66 gr,348 cal,1594.0 gr,25 gr,Coffee
2079,108.49 gr,352 cal,1834.56 gr,22 gr,Rose
2080,80.0 gr,65 cal,916.59 gr,29 gr,Sunset Yellow
2081,71.14 gr,478 cal,571.43 gr,36 gr,Coffee
2082,115.69 gr,588 cal,366.31 gr,39 gr,Grass Green
2083,155.26 gr,543 cal,1182.17 gr,35 gr,Black
2084,105.47999999999999 gr,574 cal,1523.13 gr,39 gr,Purple
2085,139.22 gr,556 cal,1432.55 gr,21 gr,Purple
2086,155.89 gr,527 cal,1630.47 gr,28 gr,Grass Green
2087,74.13000000000001 gr,139 cal,69.69 gr,21 gr,Rose
2088,128.53 gr,459 cal,392.39 gr,32 gr,Grass Green
2089,55.25 gr,270 cal,1519.23 gr,20 gr,Coffee
2090,100.97000000000001 gr,202 cal,1098.61 gr,8 gr,Green
2091,175.11 gr,623 cal,1103.93 gr,,Purple
2092,136.74 gr,691 cal,384.18 gr,31 gr,Rose
2093,58.900000000000006 gr,449 cal,1837.12 gr,32 gr,
2094,127.87 gr,502 cal,528.91 gr,19 gr,Purple
2095,167.47 gr,526 cal,1659.62 gr,35 gr,Grass Green
2096,73.86 gr,555 cal,399.95 gr,1 gr,Rose
2097,35.55 gr,381 cal,1880.62 gr,31 gr,Purple
2098,32.06 gr,521 cal,745.53 gr,20 gr,Rose
2099,61.96 gr,283 cal,947.45 gr,27 gr,Sunset Red
2100,99.37 gr,471 cal,367.81 gr,35 gr,Lemon Yellow
2101,163.12 gr,522 cal,100.59 gr,21 gr,Sunset Yellow
2102,138.95 gr,,1494.1 gr,30 gr,Green
2103,96.35000000000001 gr,249 cal,1202.84 gr,22 gr,Lemon Yellow
2104,128.99 gr,399 cal,515.98 gr,23 gr,Sunset Yellow
2105,78.25 gr,758 cal,1223.23 gr,30 gr,Navy Blue
2106,33.45 gr,446 cal,1640.63 gr,24 gr,Purple
2107,114.24 gr,511 cal,1489.81 gr,14 gr,Rose
2108,78.63000000000001 gr,627 cal,791.92 gr,24 gr,Coffee
2109,68.46000000000001 gr,107 cal,632.55 gr,29 gr,Sunset Red
2110,98.8 gr,536 cal,464.74 gr,25 gr,Sunset Yellow
2111,73.61999999999999 gr,446 cal,1007.23 gr,20 gr,Navy Blue
2112,83.63 gr,220 cal,1305.54 gr,44 gr,Green
2113,113.83000000000001 gr,446 cal,1393.19 gr,38 gr,Grass Green
2114,138.92000000000002 gr,256 cal,609.89 gr,,Coffee
2115,125.88 gr,440 cal,1564.96 gr,7 gr,Green
2116,144.53 gr,558 cal,1027.81 gr,35 gr,Lemon Yellow
2117,138.38 gr,727 cal,1736.78 gr,39 gr,Sunset Red
2118,66.42999999999999 gr,146 cal,925.05 gr,39 gr,Navy Blue
2119,116.88 gr,529 cal,1743.47 gr,32 gr,Sunset Red
2120,21.960000000000008 gr,438 cal,602.24 gr,39 gr,Sunset Yellow
2121,,566 cal,34.61 gr,41 gr,Coffee
2122,44.81 gr,354 cal,1648.08 gr,32 gr,Lemon Yellow
2123,85.62 gr,654 cal,196.35 gr,22 gr,Coffee
2124,108.77000000000001 gr,597 cal,1554.32 gr,22 gr,Coffee
2125,79.75 gr,370 cal,798.81 gr,9 gr,Navy Blue
2126,65.15 gr,97 cal,367.26 gr,5 gr,Rose
2127,73.2 gr,473 cal,1978.19 gr,9 gr,Lemon Yellow
2128,83.42 gr,535 cal,1063.08 gr,36 gr,Black
2129,60.879999999999995 gr,242 cal,287.84 gr,23 gr,Grass Green
2130,44.959999999999994 gr,492 cal,978.91 gr,25 gr,Black
2131,168.57 gr,588 cal,1296.41 gr,17 gr,Sunset Yellow
2132,27.430000000000007 gr,245 cal,230.4 gr,10 gr,Lemon Yellow
2133,121.32 gr,370 cal,999.23 gr,29 gr,Rose
2134,27.790000000000006 gr,179 cal,108.37 gr,21 gr,Coffee
2135,40.17 gr,367 cal,1974.81 gr,17 gr,Purple
2136,114.15 gr,485 cal,1127.67 gr,36 gr,Black
2137,109.64999999999999 gr,187 cal,1425.12 gr,25 gr,Black
2138,61.61 gr,234 cal,1986.29 gr,21 gr,Sunset Red
2139,43.03 gr,93 cal,1313.56 gr,5 gr,Sunset Yellow
2140,149.67000000000002 gr,521 cal,1218.76 gr,29 gr,
2141,110.41000000000001 gr,481 cal,25.1 gr,3 gr,Rose
2142,85.02999999999999 gr,172 cal,660.76 gr,32 gr,Coffee
2143,90.30000000000001 gr,119 cal,650.98 gr,26 gr,Navy Blue
2144,69.52 gr,363 cal,1203.31 gr,24 gr,Black
2145,91.55999999999999 gr,239 cal,1925.64 gr,17 gr,Black
2146,91.31 gr,445 cal,780.02 gr,19 gr,Purple
2147,128.23000000000002 gr,507 cal,1220.15 gr,43 gr,Lemon Yellow
2148,3.1699999999999875 gr,84 cal,904.37 gr,15 gr,Navy Blue
2149,111.82 gr,460 cal,1245.14 gr,46 gr,Rose
2150,101.05000000000001 gr,578 cal,1316.4 gr,29 gr,Sunset Red
2151,163.12 gr,607 cal,304.27 gr,42 gr,Purple
2152,81.35000000000001 gr,749 cal,1436.8 gr,36 gr,Black
2153,109.25 gr,221 cal,1772.0 gr,9 gr,Purple
2154,85.33 gr,774 cal,1806.09 gr,23 gr,Sunset Red
2155,131.47 gr,263 cal,466.27 gr,36 gr,Sunset Yellow
2156,116.83 gr,161 cal,710.16 gr,,Grass Green
2157,106.60999999999999 gr,561 cal,1384.49 gr,49 gr,Lemon Yellow
2158,139.55 gr,531 cal,1798.08 gr,29 gr,Green
2159,62.91 gr,204 cal,423.45 gr,27 gr,Rose
2160,168.69 gr,406 cal,1912.12 gr,48 gr,Rose
2161,162.85000000000002 gr,647 cal,385.71 gr,36 gr,Grass Green
2162,69.08000000000001 gr,186 cal,77.2 gr,36 gr,Sunset Yellow
2163,110.99000000000001 gr,376 cal,1912.42 gr,14 gr,Grass Green
2164,30.569999999999993 gr,487 cal,1127.56 gr,27 gr,Lemon Yellow
2165,118.11999999999999 gr,331 cal,1777.12 gr,31 gr,Rose
2166,92.55000000000001 gr,326 cal,1554.46 gr,29 gr,Rose
2167,124.48 gr,633 cal,1544.55 gr,20 gr,Sunset Red
2168,125.04 gr,454 cal,1951.65 gr,36 gr,Purple
2169,62.75 gr,504 cal,1396.61 gr,27 gr,Purple
2170,98.84 gr,448 cal,1612.49 gr,33 gr,Rose
2171,96.06000000000002 gr,90 cal,671.81 gr,24 gr,Grass Green
2172,110.13000000000001 gr,496 cal,1925.5 gr,,Navy Blue
2173,115.16 gr,478 cal,1732.65 gr,5 gr,Navy Blue
2174,111.49000000000001 gr,682 cal,1390.44 gr,16 gr,Grass Green
2175,103.72000000000001 gr,416 cal,286.7 gr,20 gr,Sunset Yellow
2176,69.50000000000001 gr,291 cal,537.72 gr,29 gr,Lemon Yellow
2177,143.53000000000003 gr,138 cal,1948.38 gr,33 gr,Sunset Red
2178,41.19999999999999 gr,247 cal,1167.67 gr,18 gr,Black
2179,131.17000000000002 gr,370 cal,1380.25 gr,26 gr,Black
2180,85.19999999999999 gr,57 cal,1762.97 gr,5 gr,Sunset Yellow
2181,95.07 gr,556 cal,226.86 gr,27 gr,Lemon Yellow
2182,83.74 gr,638 cal,289.28 gr,20 gr,Sunset Yellow
2183,108.94999999999999 gr,477 cal,717.98 gr,22 gr,Coffee
2184,90.13000000000001 gr,184 cal,1520.57 gr,2 gr,Navy Blue
2185,43.38000000000001 gr,327 cal,477.49 gr,25 gr,Sunset Red
2186,114.19000000000001 gr,607 cal,,35 gr,Black
2187,110.64 gr,457 cal,1026.21 gr,21 gr,Navy Blue
2188,120.34 gr,519 cal,1018.08 gr,28 gr,Navy Blue
2189,164.74 gr,694 cal,1781.36 gr,36 gr,Lemon Yellow
2190,76.60999999999999 gr,223 cal,112.99 gr,41 gr,Rose
2191,88.07 gr,444 cal,246.63 gr,14 gr,Lemon Yellow
2192,92.19999999999999 gr,313 cal,1798.25 gr,25 gr,Green
2193,139.47 gr,404 cal,1078.38 gr,21 gr,Coffee
2194,115.22 gr,464 cal,1839.51 gr,45 gr,Rose
2195,74.50000000000001 gr,64 cal,1356.84 gr,21 gr,Lemon Yellow
2196,33.49000000000001 gr,396 cal,1274.01 gr,28 gr,Purple
2197,147.38 gr,577 cal,1862.52 gr,19 gr,Coffee
2198,140.09 gr,520 cal,651.74 gr,41 gr,Navy Blue
2199,111.48 gr,529 cal,1136.69 gr,20 gr,Purple
2200,72.81 gr,445 cal,412.84 gr,27 gr,Black
2201,77.19999999999999 gr,120 cal,1262.55 gr,12 gr,Navy Blue
2202,113.63 gr,429 cal,348.92 gr,26 gr,Grass Green
2203,119.77 gr,427 cal,1616.19 gr,40 gr,Navy Blue
2204,85.58 gr,684 cal,810.34 gr,28 gr,Rose
2205,157.1 gr,360 cal,1286.69 gr,26 gr,Black
2206,97.57 gr,408 cal,66.38 gr,15 gr,Lemon Yellow
2207,121.78999999999999 gr,429 cal,1171.5 gr,41 gr,Black
2208,,578 cal,513.13 gr,28 gr,Rose
2209,47.300000000000004 gr,281 cal,693.87 gr,17 gr,Navy Blue
2210,112.99 gr,216 cal,393.71 gr,34 gr,Purple
2211,66.91 gr,169 cal,224.22 gr,7 gr,Rose
2212,125.54 gr,460 cal,920.56 gr,43 gr,Rose
2213,76.41999999999999 gr,319 cal,618.88 gr,28 gr,Grass Green
2214,60.25999999999999 gr,329 cal,1795.56 gr,22 gr,Navy Blue
2215,112.53999999999999 gr,509 cal,360.26 gr,19 gr,Rose
2216,121.69000000000001 gr,425 cal,883.0 gr,25 gr,Lemon Yellow
2217,67.86999999999999 gr,219 cal,128.58 gr,12 gr,Sunset Red
2218,12.629999999999995 gr,94 cal,330.96 gr,44 gr,Sunset Red
2219,102.03 gr,403 cal,67.12 gr,30 gr,Grass Green
2220,101.44999999999999 gr,381 cal,1689.78 gr,18 gr,Sunset Red
2221,136.25 gr,88 cal,1038.61 gr,19 gr,Purple
2222,107.96000000000001 gr,538 cal,667.62 gr,36 gr,Purple
2223,116.33000000000001 gr,534 cal,244.38 gr,25 gr,Rose
2224,96.85 gr,52 cal,363.8 gr,5 gr,Grass Green
2225,64.75 gr,641 cal,1528.66 gr,35 gr,Rose
2226,102.81 gr,615 cal,714.92 gr,41 gr,Coffee
2227,114.13 gr,441 cal,1935.45 gr,31 gr,Grass Green
2228,150.8 gr,422 cal,1993.15 gr,33 gr,Sunset Yellow
2229,68.22999999999999 gr,77 cal,1747.93 gr,22 gr,Navy Blue
2230,14.349999999999994 gr,447 cal,474.97 gr,15 gr,Green
2231,33.099999999999994 gr,221 cal,655.42 gr,16 gr,Coffee
2232,62.96999999999999 gr,493 cal,526.8 gr,15 gr,Green
2233,124.39 gr,530 cal,466.3 gr,28 gr,Coffee
2234,69.25 gr,168 cal,1726.55 gr,22 gr,Coffee
2235,73.31 gr,77 cal,,9 gr,Sunset Yellow
2236,150.95 gr,499 cal,502.7 gr,25 gr,Rose
2237,89.61999999999998 gr,343 cal,1286.75 gr,30 gr,Grass Green
2238,96.52000000000001 gr,219 cal,257.49 gr,31 gr,Rose
2239,114.49000000000001 gr,477 cal,1153.84 gr,23 gr,Green
2240,48.32 gr,448 cal,1152.35 gr,11 gr,Sunset Red
2241,112.08 gr,515 cal,879.8 gr,16 gr,Sunset Yellow
2242,81.6 gr,518 cal,1462.73 gr,30 gr,Green
2243,110.32999999999998 gr,240 cal,670.23 gr,19 gr,Green
2244,42.849999999999994 gr,276 cal,1340.83 gr,22 gr,Lemon Yellow
2245,118.23 gr,631 cal,1115.91 gr,36 gr,Coffee
2246,98.11 gr,684 cal,1951.59 gr,40 gr,Rose
2247,95.65 gr,725 cal,922.91 gr,22 gr,Sunset Red
2248,59.30999999999999 gr,194 cal,1648.4 gr,20 gr,Sunset Yellow
2249,7.920000000000002 gr,123 cal,1932.24 gr,27 gr,Lemon Yellow
2250,111.28 gr,546 cal,916.63 gr,39 gr,Purple
2251,83.5 gr,79 cal,799.86 gr,28 gr,Coffee
2252,77.47999999999999 gr,15 cal,1672.55 gr,26 gr,Black
2253,44.81999999999999 gr,417 cal,1378.67 gr,18 gr,Sunset Yellow
2254,127.9 gr,625 cal,1693.61 gr,32 gr,Coffee
2255,108.57 gr,450 cal,1322.85 gr,20 gr,Rose
2256,88.2 gr,186 cal,1411.08 gr,8 gr,Purple
2257,28.17 gr,419 cal,235.97 gr,29 gr,Lemon Yellow
2258,27.67 gr,488 cal,287.88 gr,29 gr,Black
2259,113.3 gr,325 cal,488.26 gr,31 gr,Grass Green
2260,107.97 gr,501 cal,519.54 gr,10 gr,Coffee
2261,149.88 gr,625 cal,1709.86 gr,19 gr,Green
2262,,611 cal,1977.97 gr,37 gr,Grass Green
2263,120.25 gr,460 cal,1035.13 gr,24 gr,Rose
2264,59.27999999999999 gr,381 cal,1345.96 gr,40 gr,Black
2265,110.85 gr,303 cal,752.04 gr,22 gr,Purple
2266,134.10999999999999 gr,323 cal,416.92 gr,36 gr,Black
2267,119.39 gr,536 cal,22.43 gr,29 gr,Green
2268,107.25 gr,463 cal,1901.33 gr,23 gr,Sunset Red
2269,85.57000000000001 gr,336 cal,398.14 gr,11 gr,Grass Green
2270,167.39 gr,479 cal,977.41 gr,33 gr,Purple
2271,83.83 gr,197 cal,1142.25 gr,27 gr,Sunset Yellow
2272,112.78999999999999 gr,123 cal,625.71 gr,27 gr,Sunset Yellow
2273,114.38 gr,85 cal,1706.96 gr,32 gr,Green
2274,166.04 gr,244 cal,846.23 gr,35 gr,Lemon Yellow
2275,93.60999999999999 gr,138 cal,1253.48 gr,21 gr,Sunset Red
2276,99.42 gr,457 cal,1979.41 gr,44 gr,Sunset Red
2277,129.61 gr,214 cal,980.15 gr,10 gr,Lemon Yellow
2278,23.27000000000001 gr,231 cal,1327.43 gr,27 gr,Grass Green
2279,60.71 gr,494 cal,906.94 gr,33 gr,Rose
2280,44.14000000000001 gr,149 cal,1169.43 gr,31 gr,Rose
2281,18.00999999999999 gr,207 cal,1392.52 gr,14 gr,Sunset Red
2282,153.7 gr,516 cal,507.29 gr,24 gr,Sunset Red
2283,62.72 gr,581 cal,973.94 gr,17 gr,Black
2284,82.96 gr,447 cal,,17 gr,Black
2285,8.010000000000005 gr,515 cal,182.38 gr,6 gr,Purple
2286,100.67 gr,438 cal,765.7 gr,38 gr,Sunset Yellow
2287,32.72 gr,236 cal,,24 gr,Sunset Red
2288,165.8 gr,,683.64 gr,22 gr,Coffee
2289,66.82 gr,523 cal,857.72 gr,33 gr,Sunset Red
2290,93.72 gr,502 cal,1089.74 gr,39 gr,Navy Blue
2291,66.6 gr,336 cal,477.53 gr,36 gr,Sunset Red
2292,135.77999999999997 gr,32 cal,781.4 gr,17 gr,Sunset Yellow
2293,171.01999999999998 gr,328 cal,1817.38 gr,19 gr,Lemon Yellow
2294,123.08999999999999 gr,539 cal,1281.97 gr,31 gr,Navy Blue
2295,36.60000000000001 gr,359 cal,1552.29 gr,40 gr,Black
2296,159.96 gr,444 cal,886.38 gr,26 gr,Grass Green
2297,,446 cal,596.24 gr,28 gr,Sunset Red
2298,158.64000000000001 gr,489 cal,758.71 gr,31 gr,Coffee
2299,143.6 gr,371 cal,900.02 gr,44 gr,Purple
2300,95.05 gr,492 cal,988.59 gr,47 gr,Purple
2301,140.57 gr,447 cal,311.92 gr,42 gr,Lemon Yellow
2302,162.79 gr,424 cal,161.4 gr,38 gr,Coffee
2303,35.69 gr,385 cal,383.75 gr,38 gr,Coffee
2304,54.78 gr,152 cal,294.19 gr,21 gr,Green
2305,43.28 gr,329 cal,824.12 gr,18 gr,Sunset Yellow
2306,110.72 gr,643 cal,504.92 gr,37 gr,Purple
2307,47.329999999999984 gr,367 cal,139.24 gr,18 gr,Navy Blue
2308,6.530000000000001 gr,266 cal,1080.49 gr,45 gr,Lemon Yellow
2309,54.860000000000014 gr,371 cal,743.54 gr,42 gr,Rose
2310,162.7 gr,527 cal,1257.72 gr,32 gr,Grass Green
2311,122.94 gr,551 cal,995.81 gr,39 gr,Sunset Yellow
2312,45.93000000000001 gr,198 cal,620.09 gr,30 gr,Sunset Yellow
2313,157.76 gr,544 cal,1982.13 gr,17 gr,Coffee
2314,149.39000000000001 gr,686 cal,1176.84 gr,32 gr,Rose
2315,142.78 gr,455 cal,1319.0 gr,32 gr,Sunset Red
2316,87.03999999999999 gr,92 cal,231.66 gr,11 gr,Navy Blue
2317,121.85 gr,490 cal,372.6 gr,30 gr,Grass Green
2318,96.78999999999999 gr,578 cal,466.84 gr,24 gr,Rose
2319,83.56 gr,169 cal,1354.89 gr,8 gr,Lemon Yellow
2320,66.80000000000001 gr,66 cal,1545.19 gr,32 gr,Black
2321,117.56 gr,480 cal,1952.35 gr,38 gr,Sunset Yellow
2322,18.72 gr,137 cal,1660.55 gr,10 gr,Green
2323,85.97 gr,493 cal,1255.25 gr,26 gr,Navy Blue
2324,131.73 gr,355 cal,1246.69 gr,39 gr,Coffee
2325,116.64 gr,433 cal,1831.23 gr,40 gr,Rose
2326,122.94 gr,456 cal,518.8 gr,20 gr,Lemon Yellow
2327,80.41 gr,310 cal,835.6 gr,27 gr,Grass Green
2328,43.33 gr,326 cal,1692.59 gr,35 gr,Sunset Yellow
2329,106.91 gr,469 cal,890.92 gr,23 gr,Green
2330,121.24 gr,626 cal,1260.3 gr,18 gr,Grass Green
2331,110.14 gr,519 cal,1199.0 gr,34 gr,Purple
2332,7.159999999999997 gr,169 cal,1430.87 gr,30 gr,Navy Blue
2333,107.72000000000001 gr,544 cal,1497.25 gr,22 gr,Lemon Yellow
2334,77.33 gr,520 cal,1240.94 gr,29 gr,Purple
2335,89.02 gr,677 cal,1203.09 gr,20 gr,Grass Green
2336,125.53999999999999 gr,121 cal,303.73 gr,34 gr,Navy Blue
2337,105.76 gr,503 cal,531.67 gr,16 gr,Green
2338,59.33 gr,481 cal,449.81 gr,22 gr,Coffee
2339,40.66 gr,347 cal,1668.67 gr,19 gr,Grass Green
2340,162.14 gr,372 cal,1187.58 gr,30 gr,Sunset Yellow
2341,88.3 gr,333 cal,1384.54 gr,18 gr,Sunset Red
2342,133.22 gr,329 cal,1514.35 gr,28 gr,Grass Green
2343,21.400000000000006 gr,361 cal,58.83 gr,34 gr,Green
2344,66.11 gr,480 cal,324.34 gr,16 gr,Coffee
2345,99.42 gr,559 cal,518.59 gr,19 gr,Black
2346,42.36 gr,498 cal,1045.75 gr,9 gr,Coffee
2347,97.86999999999999 gr,188 cal,925.46 gr,26 gr,Sunset Red
2348,,433 cal,1509.65 gr,33 gr,Sunset Yellow
2349,99.33000000000001 gr,196 cal,1723.79 gr,15 gr,Lemon Yellow
2350,76.36 gr,459 cal,391.92 gr,36 gr,Rose
2351,63.14 gr,682 cal,727.06 gr,19 gr,Grass Green
2352,61.57000000000001 gr,324 cal,66.86 gr,15 gr,Sunset Red
2353,114.56 gr,545 cal,823.47 gr,27 gr,Sunset Red
2354,76.05000000000001 gr,275 cal,673.06 gr,32 gr,Navy Blue
2355,110.60000000000001 gr,730 cal,125.05 gr,20 gr,Grass Green
2356,129.44 gr,787 cal,239.23 gr,26 gr,Green
2357,52.48 gr,282 cal,1157.65 gr,23 gr,Black
2358,116.94 gr,323 cal,502.13 gr,13 gr,Purple
2359,125.47999999999999 gr,752 cal,526.11 gr,40 gr,Grass Green
2360,120.65 gr,431 cal,10.26 gr,47 gr,Coffee
2361,162.01 gr,413 cal,164.19 gr,22 gr,Black
2362,163.36 gr,649 cal,1713.3 gr,32 gr,Black
2363,78.45000000000002 gr,333 cal,584.19 gr,17 gr,Rose
2364,119.6 gr,560 cal,106.34 gr,36 gr,Green
2365,73.35 gr,171 cal,584.53 gr,6 gr,Black
2366,143.66 gr,458 cal,1265.86 gr,16 gr,Lemon Yellow
2367,127.67 gr,500 cal,834.79 gr,39 gr,Green
2368,76.4 gr,313 cal,561.42 gr,25 gr,Sunset Red
2369,118.47999999999999 gr,737 cal,1002.43 gr,38 gr,Lemon Yellow
2370,92.98 gr,250 cal,1398.34 gr,29 gr,Black
2371,90.68 gr,542 cal,751.11 gr,19 gr,Sunset Yellow
2372,132.07 gr,470 cal,614.58 gr,41 gr,Navy Blue
2373,48.35000000000001 gr,185 cal,1570.44 gr,38 gr,Grass Green
2374,96.08000000000001 gr,77 cal,1359.72 gr,24 gr,Black
2375,75.24000000000001 gr,213 cal,765.63 gr,36 gr,Coffee
2376,76.42 gr,430 cal,1571.41 gr,12 gr,Rose
2377,136.35999999999999 gr,586 cal,1662.04 gr,24 gr,Coffee
2378,145.34 gr,601 cal,1724.8 gr,45 gr,Coffee
2379,141.53 gr,557 cal,223.91 gr,34 gr,Grass Green
2380,128.79 gr,481 cal,160.44 gr,17 gr,Sunset Red
2381,131.21 gr,692 cal,1890.32 gr,35 gr,Purple
2382,41.18000000000001 gr,349 cal,1538.12 gr,21 gr,Lemon Yellow
2383,171.2 gr,321 cal,741.22 gr,33 gr,Purple
2384,82.68999999999998 gr,162 cal,1791.73 gr,11 gr,Coffee
2385,69.77000000000001 gr,545 cal,389.67 gr,16 gr,Lemon Yellow
2386,167.69 gr,510 cal,613.7 gr,20 gr,Coffee
2387,114.31 gr,52 cal,130.0 gr,25 gr,Sunset Yellow
2388,137.16 gr,472 cal,1100.59 gr,37 gr,Lemon Yellow
2389,75.08 gr,531 cal,1914.27 gr,45 gr,Sunset Red
2390,131.51999999999998 gr,433 cal,839.34 gr,41 gr,Navy Blue
2391,102.07999999999998 gr,170 cal,752.85 gr,8 gr,Coffee
2392,65.12 gr,428 cal,1403.79 gr,30 gr,Navy Blue
2393,44.709999999999994 gr,299 cal,1889.33 gr,7 gr,Lemon Yellow
2394,39.92999999999999 gr,108 cal,1287.65 gr,23 gr,Grass Green
2395,89.57 gr,251 cal,1445.23 gr,15 gr,Black
2396,95.38 gr,595 cal,617.09 gr,42 gr,Navy Blue
2397,137.49 gr,330 cal,682.99 gr,26 gr,Purple
2398,33.08 gr,51 cal,1850.71 gr,26 gr,Rose
2399,138.94 gr,663 cal,515.85 gr,25 gr,Sunset Yellow
2400,104.03999999999999 gr,88 cal,1141.15 gr,35 gr,Green
2401,92.64999999999999 gr,312 cal,578.66 gr,16 gr,Purple
2402,71.95 gr,600 cal,1790.73 gr,21 gr,Rose
2403,88.93 gr,537 cal,164.17 gr,37 gr,Navy Blue
2404,107.59 gr,507 cal,165.93 gr,19 gr,Lemon Yellow
2405,121.59 gr,582 cal,281.88 gr,32 gr,Navy Blue
2406,63.25999999999999 gr,193 cal,342.55 gr,3 gr,Sunset Red
2407,111.52000000000001 gr,366 cal,1407.54 gr,33 gr,Grass Green
2408,117.89 gr,409 cal,70.55 gr,27 gr,Sunset Red
2409,61.3 gr,337 cal,517.66 gr,,Rose
2410,91.35 gr,463 cal,1311.06 gr,48 gr,Coffee
2411,123.89000000000001 gr,656 cal,1039.12 gr,50 gr,Lemon Yellow
2412,26.909999999999997 gr,105 cal,1137.07 gr,26 gr,Green
2413,81.77000000000001 gr,320 cal,316.47 gr,22 gr,Rose
2414,66.47000000000001 gr,340 cal,37.06 gr,28 gr,Black
2415,35.46000000000001 gr,461 cal,375.02 gr,32 gr,Rose
2416,169.32999999999998 gr,513 cal,1026.35 gr,17 gr,Purple
2417,138.15 gr,614 cal,208.5 gr,30 gr,Black
2418,169.05 gr,446 cal,1982.24 gr,34 gr,Sunset Red
2419,64.7 gr,414 cal,127.52 gr,37 gr,Coffee
2420,31.89 gr,85 cal,1476.23 gr,13 gr,Sunset Red
2421,141.5 gr,311 cal,1725.67 gr,39 gr,Black
2422,25.269999999999996 gr,539 cal,361.49 gr,22 gr,Rose
2423,44.83 gr,330 cal,402.37 gr,24 gr,Lemon Yellow
2424,50.459999999999994 gr,106 cal,669.32 gr,12 gr,Sunset Red
2425,51.160000000000004 gr,178 cal,591.27 gr,18 gr,Lemon Yellow
2426,121.22 gr,483 cal,1680.59 gr,14 gr,Navy Blue
2427,138.13 gr,400 cal,567.88 gr,33 gr,Green
2428,105.53 gr,63 cal,534.47 gr,19 gr,Sunset Red
2429,147.73000000000002 gr,555 cal,406.35 gr,29 gr,Coffee
2430,171.05 gr,461 cal,1665.74 gr,42 gr,Sunset Yellow
2431,59.45 gr,108 cal,605.52 gr,29 gr,Lemon Yellow
2432,68.16 gr,358 cal,533.24 gr,39 gr,Purple
2433,49.040000000000006 gr,32 cal,1075.43 gr,7 gr,Grass Green
2434,171.92000000000002 gr,398 cal,906.4 gr,40 gr,Black
2435,99.3 gr,244 cal,1579.65 gr,30 gr,Purple
2436,80.98 gr,399 cal,1139.45 gr,30 gr,Sunset Yellow
2437,111.78 gr,527 cal,479.35 gr,39 gr,Rose
2438,88.82999999999998 gr,276 cal,865.05 gr,22 gr,Black
2439,104.59 gr,329 cal,1179.9 gr,30 gr,Sunset Yellow
2440,99.61000000000001 gr,442 cal,1979.29 gr,25 gr,Rose
2441,84.41999999999999 gr,365 cal,980.58 gr,7 gr,Rose
2442,110.66 gr,97 cal,1715.38 gr,24 gr,Navy Blue
2443,68.79 gr,218 cal,455.64 gr,17 gr,Sunset Red
2444,89.52 gr,605 cal,1602.35 gr,30 gr,Coffee
2445,88.49999999999999 gr,170 cal,852.08 gr,29 gr,Purple
2446,98.9 gr,,1535.11 gr,14 gr,Green
2447,89.8 gr,271 cal,1175.88 gr,6 gr,Lemon Yellow
2448,46.39 gr,545 cal,1536.23 gr,19 gr,Purple
2449,171.06 gr,484 cal,1194.03 gr,35 gr,Rose
2450,101.03 gr,502 cal,1239.31 gr,25 gr,Lemon Yellow
2451,96.75 gr,519 cal,289.8 gr,20 gr,Sunset Yellow
2452,64.45 gr,648 cal,1696.31 gr,17 gr,Grass Green
2453,16.190000000000012 gr,303 cal,1323.16 gr,14 gr,Coffee
2454,97.84 gr,695 cal,1134.83 gr,23 gr,Navy Blue
2455,127.31 gr,559 cal,1333.24 gr,30 gr,Navy Blue
2456,60.33000000000001 gr,52 cal,767.38 gr,5 gr,Purple
2457,67.83999999999999 gr,453 cal,567.4 gr,21 gr,Purple
2458,96.69 gr,368 cal,1666.48 gr,41 gr,Black
2459,89.17999999999999 gr,331 cal,1184.63 gr,29 gr,Coffee
2460,56.59 gr,248 cal,456.97 gr,19 gr,Sunset Yellow
2461,105.97 gr,644 cal,539.33 gr,33 gr,Lemon Yellow
2462,182.48 gr,554 cal,1033.47 gr,21 gr,Rose
2463,82.14000000000001 gr,199 cal,150.11 gr,37 gr,Grass Green
2464,90.37 gr,251 cal,436.74 gr,16 gr,Black
2465,107.92999999999999 gr,437 cal,1927.43 gr,26 gr,Grass Green
